Year,Reporter_Country,Reporter_Region,Partner_Country,Partner_Region,Flow_Type,Product_Category,Trade_Value_USD,Tariff_Rate,Disruption_Risk_Score
2019,South Korea,Asia,UK,Europe,Import,Analog ICs,9455.73,0.028,9
2019,Canada,North America,Malaysia,Asia,Export,Microprocessors,1212.31,0.022,7
2019,Taiwan,Asia,Singapore,Asia,Import,Optoelectronics,2410.0,0.019,4
2019,Japan,Asia,Vietnam,Asia,Export,Sensors,736.79,0.062,8
2019,Netherlands,Europe,South Korea,Asia,Export,Sensors,406114.95,0.025,9
2019,Canada,North America,Japan,Asia,Import,Microprocessors,793581.74,0.016,10
2019,Netherlands,Europe,Japan,Asia,Export,Sensors,25905.24,0.073,2
2019,Germany,Europe,France,Europe,Export,Microprocessors,194959.87,0.022,8
2019,Canada,North America,Mexico,North America,Export,Memory ICs,1284.38,0.106,4
2019,Germany,Europe,Canada,North America,Export,Sensors,5251.95,0.013,4
2019,USA,North America,India,Asia,Export,Analog ICs,526.86,0.115,9
2019,Mexico,North America,Taiwan,Asia,Import,Logic ICs,912197.29,0.118,6
2019,France,Europe,UK,Europe,Export,Analog ICs,2557.08,0.111,10
2019,South Korea,Asia,Malaysia,Asia,Export,Optoelectronics,92594.09,0.088,6
2019,USA,North America,India,Asia,Import,Analog ICs,628502.19,0.141,10
2019,Germany,Europe,UK,Europe,Export,Analog ICs,5526.81,0.072,5
2019,Vietnam,Asia,South Korea,Asia,Export,Sensors,257.95,0.095,7
2019,Netherlands,Europe,China,Asia,Import,Logic ICs,31819.48,0.138,9
2019,Japan,Asia,South Korea,Asia,Export,Microprocessors,2985.06,0.007,6
2019,Mexico,North America,Netherlands,Europe,Import,Microprocessors,2595.41,0.127,6
2019,Mexico,North America,Malaysia,Asia,Import,Microprocessors,458.04,0.005,4
2019,China,Asia,Vietnam,Asia,Import,Logic ICs,1591.58,0.116,6
2019,France,Europe,China,Asia,Export,Analog ICs,2463.64,0.145,7
2019,South Korea,Asia,Vietnam,Asia,Export,Microprocessors,65181.29,0.074,5
2019,China,Asia,South Korea,Asia,Import,Memory ICs,812057.17,0.029,1
2019,Germany,Europe,Malaysia,Asia,Import,Microprocessors,4372.81,0.023,4
2019,France,Europe,Vietnam,Asia,Import,Sensors,11724.9,0.084,1
2019,Singapore,Asia,Canada,North America,Import,Memory ICs,166730.79,0.119,1
2019,USA,North America,China,Asia,Export,Sensors,228.54,0.173,5
2019,South Korea,Asia,China,Asia,Export,Logic ICs,8984.35,0.062,7
2019,Taiwan,Asia,Mexico,North America,Export,Sensors,1226921.3,0.121,10
2019,Germany,Europe,France,Europe,Import,Optoelectronics,8387.63,0.114,6
2019,France,Europe,Singapore,Asia,Export,Optoelectronics,3272.61,0.099,4
2019,Mexico,North America,UK,Europe,Import,Optoelectronics,41562.1,0.116,2
2019,Malaysia,Asia,Singapore,Asia,Export,Analog ICs,20664.3,0.136,1
2019,Vietnam,Asia,Japan,Asia,Import,Sensors,4417.25,0.06,3
2019,South Korea,Asia,Germany,Europe,Import,Microprocessors,311.08,0.078,8
2019,Mexico,North America,Malaysia,Asia,Export,Optoelectronics,237112.85,0.059,8
2019,China,Asia,Vietnam,Asia,Export,Microprocessors,64439.83,0.084,2
2019,Netherlands,Europe,Germany,Europe,Import,Analog ICs,3567357.88,0.005,8
2019,South Korea,Asia,Mexico,North America,Export,Analog ICs,31748.91,0.047,6
2019,UK,Europe,Taiwan,Asia,Import,Logic ICs,23119.67,0.145,7
2019,South Korea,Asia,UK,Europe,Import,Memory ICs,371179.52,0.025,6
2019,Vietnam,Asia,France,Europe,Import,Analog ICs,6588.99,0.004,4
2019,China,Asia,Vietnam,Asia,Export,Sensors,38335.26,0.11,9
2019,Japan,Asia,Taiwan,Asia,Export,Sensors,2942.21,0.071,9
2019,South Korea,Asia,Singapore,Asia,Export,Sensors,215293.42,0.124,10
2019,South Korea,Asia,Mexico,North America,Export,Memory ICs,13658.75,0.021,9
2019,Germany,Europe,France,Europe,Export,Memory ICs,10576.09,0.092,7
2019,Taiwan,Asia,USA,North America,Import,Microprocessors,98775.75,0.095,4
2019,Canada,North America,China,Asia,Export,Analog ICs,20985.96,0.103,7
2019,Taiwan,Asia,Malaysia,Asia,Export,Microprocessors,14065.63,0.13,6
2019,France,Europe,South Korea,Asia,Import,Logic ICs,6711.96,0.046,4
2019,UK,Europe,Japan,Asia,Export,Logic ICs,93640.77,0.1,2
2019,Germany,Europe,USA,North America,Export,Analog ICs,83693.92,0.0,2
2019,Singapore,Asia,UK,Europe,Export,Sensors,29192.2,0.057,4
2019,USA,North America,Malaysia,Asia,Export,Sensors,199026.89,0.138,7
2019,Taiwan,Asia,Malaysia,Asia,Import,Sensors,32596.17,0.121,4
2019,Canada,North America,Netherlands,Europe,Export,Logic ICs,41521.18,0.046,7
2019,Malaysia,Asia,Mexico,North America,Import,Microprocessors,43435.35,0.081,8
2019,USA,North America,UK,Europe,Import,Logic ICs,6053.9,0.07,9
2019,UK,Europe,India,Asia,Import,Analog ICs,97812.57,0.09,4
2019,Mexico,North America,Singapore,Asia,Export,Logic ICs,3744.97,0.05,6
2019,Malaysia,Asia,Singapore,Asia,Import,Optoelectronics,8025.18,0.064,2
2019,South Korea,Asia,France,Europe,Import,Optoelectronics,108027.73,0.038,5
2019,Germany,Europe,Mexico,North America,Import,Optoelectronics,154878.35,0.132,1
2019,Singapore,Asia,Canada,North America,Import,Microprocessors,60005.31,0.137,9
2019,Germany,Europe,Vietnam,Asia,Export,Optoelectronics,386288.7,0.096,7
2019,Netherlands,Europe,Mexico,North America,Export,Microprocessors,12796.81,0.058,3
2019,Taiwan,Asia,Mexico,North America,Export,Memory ICs,44641.3,0.04,6
2019,Taiwan,Asia,Malaysia,Asia,Export,Logic ICs,21171.88,0.006,6
2019,Vietnam,Asia,India,Asia,Export,Analog ICs,14180.33,0.029,3
2019,Canada,North America,Japan,Asia,Export,Logic ICs,352.23,0.077,6
2019,USA,North America,UK,Europe,Import,Sensors,39968.31,0.043,7
2019,South Korea,Asia,USA,North America,Export,Sensors,39240.51,0.06,6
2019,UK,Europe,Malaysia,Asia,Import,Optoelectronics,120503.43,0.08,7
2019,Netherlands,Europe,Malaysia,Asia,Import,Optoelectronics,6970.35,0.101,3
2019,India,Asia,Canada,North America,Import,Sensors,10518.2,0.109,8
2019,Singapore,Asia,Canada,North America,Import,Optoelectronics,2328.47,0.091,1
2019,Canada,North America,Vietnam,Asia,Import,Microprocessors,8382.3,0.039,7
2019,USA,North America,France,Europe,Export,Memory ICs,29542.52,0.039,4
2019,UK,Europe,USA,North America,Import,Microprocessors,7456.57,0.063,4
2019,USA,North America,Mexico,North America,Export,Analog ICs,11923.16,0.053,7
2019,China,Asia,France,Europe,Import,Logic ICs,111076.12,0.09,2
2019,Germany,Europe,Taiwan,Asia,Import,Logic ICs,40564.13,0.023,3
2019,Japan,Asia,Taiwan,Asia,Import,Optoelectronics,2236.23,0.002,3
2019,India,Asia,USA,North America,Import,Optoelectronics,27367.72,0.06,5
2019,South Korea,Asia,UK,Europe,Import,Logic ICs,121895.58,0.127,6
2019,India,Asia,China,Asia,Export,Analog ICs,289134.94,0.012,9
2019,South Korea,Asia,Taiwan,Asia,Export,Sensors,356799.97,0.123,9
2019,France,Europe,Netherlands,Europe,Export,Analog ICs,13358.48,0.087,10
2019,India,Asia,Malaysia,Asia,Export,Microprocessors,69820.04,0.077,5
2019,Netherlands,Europe,Japan,Asia,Import,Logic ICs,184.3,0.052,4
2019,Germany,Europe,Canada,North America,Export,Microprocessors,281329.16,0.089,1
2019,Taiwan,Asia,South Korea,Asia,Export,Memory ICs,24393.61,0.126,8
2019,Mexico,North America,Taiwan,Asia,Import,Microprocessors,2369.67,0.015,6
2019,India,Asia,Vietnam,Asia,Import,Memory ICs,26778.42,0.047,5
2019,UK,Europe,Vietnam,Asia,Import,Memory ICs,88779.3,0.09,9
2019,USA,North America,Canada,North America,Import,Analog ICs,11297.77,0.144,4
2019,USA,North America,Canada,North America,Export,Sensors,2022.62,0.083,2
2019,Canada,North America,Taiwan,Asia,Import,Analog ICs,29315.93,0.126,3
2019,Vietnam,Asia,China,Asia,Export,Optoelectronics,1767.09,0.145,7
2019,Japan,Asia,Germany,Europe,Import,Microprocessors,3904.64,0.087,3
2019,Canada,North America,France,Europe,Export,Analog ICs,77816.83,0.11,2
2019,Singapore,Asia,Taiwan,Asia,Import,Memory ICs,17862.38,0.069,7
2019,South Korea,Asia,Singapore,Asia,Export,Optoelectronics,4363070.86,0.034,5
2019,China,Asia,India,Asia,Export,Optoelectronics,1090.14,0.069,6
2019,South Korea,Asia,Taiwan,Asia,Import,Microprocessors,30415.75,0.07,10
2019,Mexico,North America,Taiwan,Asia,Import,Analog ICs,10000.65,0.069,4
2019,Taiwan,Asia,France,Europe,Import,Memory ICs,14787526.6,0.084,7
2019,France,Europe,India,Asia,Import,Logic ICs,1828.19,0.054,1
2019,Germany,Europe,South Korea,Asia,Export,Analog ICs,239884.42,0.115,4
2019,Netherlands,Europe,Canada,North America,Import,Logic ICs,11228.43,0.009,1
2019,USA,North America,Singapore,Asia,Import,Sensors,129432.91,0.139,6
2019,India,Asia,Germany,Europe,Export,Memory ICs,106752.47,0.02,5
2019,Mexico,North America,China,Asia,Import,Analog ICs,370474.84,0.044,7
2019,Germany,Europe,USA,North America,Export,Logic ICs,61461.78,0.095,5
2019,Canada,North America,Singapore,Asia,Export,Optoelectronics,56019.27,0.133,3
2019,China,Asia,France,Europe,Export,Logic ICs,58216.53,0.108,4
2019,UK,Europe,France,Europe,Export,Analog ICs,4515.0,0.121,2
2019,Canada,North America,Germany,Europe,Import,Sensors,11897.42,0.045,8
2019,USA,North America,Netherlands,Europe,Export,Memory ICs,16765.95,0.022,10
2019,Canada,North America,Singapore,Asia,Import,Microprocessors,866.39,0.13,3
2019,Singapore,Asia,Netherlands,Europe,Export,Sensors,219826.1,0.082,5
2019,Canada,North America,South Korea,Asia,Import,Optoelectronics,38549.0,0.062,9
2019,Taiwan,Asia,France,Europe,Import,Sensors,296996.2,0.083,4
2019,China,Asia,UK,Europe,Export,Microprocessors,15173.02,0.035,5
2019,Singapore,Asia,France,Europe,Export,Sensors,2183.64,0.116,2
2019,Mexico,North America,Netherlands,Europe,Import,Sensors,25097.82,0.132,8
2019,China,Asia,France,Europe,Import,Logic ICs,4252.07,0.0,10
2019,Canada,North America,Vietnam,Asia,Export,Sensors,207328.82,0.106,7
2019,Singapore,Asia,China,Asia,Export,Logic ICs,57501.99,0.012,9
2019,USA,North America,India,Asia,Import,Logic ICs,15556.39,0.126,4
2019,Japan,Asia,China,Asia,Import,Analog ICs,301971.12,0.057,3
2019,South Korea,Asia,USA,North America,Export,Memory ICs,16734.98,0.085,9
2019,Singapore,Asia,Netherlands,Europe,Export,Optoelectronics,151872.25,0.145,1
2019,Japan,Asia,France,Europe,Import,Sensors,260996.28,0.04,4
2019,Germany,Europe,Mexico,North America,Import,Memory ICs,21872.47,0.058,9
2019,Germany,Europe,France,Europe,Export,Memory ICs,3165.27,0.095,3
2019,Mexico,North America,Malaysia,Asia,Export,Logic ICs,34194.99,0.062,2
2019,Malaysia,Asia,Taiwan,Asia,Import,Sensors,1552.79,0.132,1
2019,Japan,Asia,Canada,North America,Import,Optoelectronics,18090.13,0.14,4
2019,China,Asia,Germany,Europe,Export,Sensors,9247.12,0.097,5
2019,Mexico,North America,Singapore,Asia,Export,Sensors,4374.79,0.006,9
2019,USA,North America,Taiwan,Asia,Export,Memory ICs,89971.35,0.082,5
2019,Vietnam,Asia,UK,Europe,Import,Optoelectronics,31350.16,0.005,3
2019,France,Europe,Taiwan,Asia,Import,Microprocessors,25969.03,0.089,8
2019,Canada,North America,India,Asia,Import,Microprocessors,17708.2,0.114,7
2019,Mexico,North America,France,Europe,Import,Microprocessors,8290.0,0.146,6
2019,South Korea,Asia,Vietnam,Asia,Import,Sensors,2314.4,0.065,5
2019,Malaysia,Asia,USA,North America,Import,Memory ICs,8635.48,0.033,9
2019,UK,Europe,Mexico,North America,Export,Analog ICs,71828.97,0.132,3
2019,Malaysia,Asia,India,Asia,Export,Logic ICs,1181747.94,0.091,8
2020,Singapore,Asia,Canada,North America,Export,Analog ICs,9980.04,0.034,2
2020,China,Asia,Mexico,North America,Import,Microprocessors,15378.9,0.071,10
2020,Japan,Asia,Vietnam,Asia,Export,Logic ICs,32067.72,0.098,6
2020,Malaysia,Asia,USA,North America,Import,Memory ICs,909.2,0.029,10
2020,Malaysia,Asia,Vietnam,Asia,Import,Memory ICs,2265.88,0.147,8
2020,Singapore,Asia,Japan,Asia,Import,Microprocessors,3365.02,0.096,1
2020,USA,North America,France,Europe,Export,Sensors,13017.4,0.134,9
2020,UK,Europe,China,Asia,Export,Logic ICs,560.36,0.14,4
2020,Japan,Asia,Malaysia,Asia,Import,Sensors,751.36,0.114,10
2020,South Korea,Asia,UK,Europe,Import,Sensors,5225.78,0.041,6
2020,UK,Europe,China,Asia,Export,Memory ICs,15672.15,0.084,6
2020,Canada,North America,Singapore,Asia,Export,Optoelectronics,1590.6,0.007,1
2020,USA,North America,India,Asia,Import,Memory ICs,9334.86,0.144,4
2020,Germany,Europe,Mexico,North America,Export,Analog ICs,71475.25,0.147,9
2020,Mexico,North America,India,Asia,Import,Logic ICs,4251.97,0.105,5
2020,China,Asia,Netherlands,Europe,Export,Optoelectronics,306789.67,0.128,4
2020,France,Europe,UK,Europe,Import,Analog ICs,3252.33,0.085,6
2020,Canada,North America,Taiwan,Asia,Export,Logic ICs,56659.36,0.125,4
2020,South Korea,Asia,Mexico,North America,Export,Microprocessors,77439.36,0.033,8
2020,China,Asia,Netherlands,Europe,Export,Analog ICs,1739.25,0.038,9
2020,Canada,North America,Germany,Europe,Export,Optoelectronics,21711.56,0.077,7
2020,USA,North America,Germany,Europe,Export,Microprocessors,75362.15,0.113,3
2020,Germany,Europe,USA,North America,Import,Analog ICs,105416.49,0.149,4
2020,South Korea,Asia,India,Asia,Export,Microprocessors,1237.01,0.127,1
2020,Vietnam,Asia,Canada,North America,Export,Microprocessors,4411.88,0.143,6
2020,China,Asia,Singapore,Asia,Import,Logic ICs,97946.46,0.143,5
2020,India,Asia,Singapore,Asia,Import,Optoelectronics,559290.98,0.042,7
2020,France,Europe,Netherlands,Europe,Import,Memory ICs,27138.59,0.134,5
2020,UK,Europe,Japan,Asia,Import,Memory ICs,27585.11,0.031,8
2020,Malaysia,Asia,Germany,Europe,Export,Sensors,157362.04,0.031,9
2020,India,Asia,Japan,Asia,Export,Analog ICs,120.49,0.122,8
2020,France,Europe,Canada,North America,Export,Memory ICs,32790.57,0.116,8
2020,Vietnam,Asia,Japan,Asia,Import,Memory ICs,27417.62,0.042,7
2020,Canada,North America,South Korea,Asia,Import,Sensors,180783.94,0.082,9
2020,Malaysia,Asia,Canada,North America,Import,Microprocessors,5702.07,0.146,7
2020,Netherlands,Europe,Taiwan,Asia,Import,Optoelectronics,23583.55,0.066,3
2020,Taiwan,Asia,France,Europe,Export,Microprocessors,201587.91,0.096,9
2020,South Korea,Asia,Canada,North America,Import,Memory ICs,3588.47,0.045,5
2020,Malaysia,Asia,India,Asia,Import,Sensors,10751.29,0.15,4
2020,Netherlands,Europe,Singapore,Asia,Export,Optoelectronics,4238.15,0.081,8
2020,USA,North America,India,Asia,Import,Memory ICs,4184.37,0.117,9
2020,USA,North America,India,Asia,Export,Memory ICs,62631.79,0.072,1
2020,Japan,Asia,France,Europe,Import,Analog ICs,10219.55,0.077,9
2020,Germany,Europe,Japan,Asia,Import,Logic ICs,36330.05,0.067,2
2020,Singapore,Asia,France,Europe,Export,Analog ICs,12722.41,0.019,9
2020,USA,North America,China,Asia,Import,Logic ICs,85566.91,0.152,6
2020,Japan,Asia,South Korea,Asia,Import,Logic ICs,182848.66,0.084,7
2020,USA,North America,Germany,Europe,Export,Microprocessors,143647.87,0.118,4
2020,China,Asia,USA,North America,Import,Analog ICs,1058.12,0.106,3
2020,Taiwan,Asia,Malaysia,Asia,Import,Logic ICs,10785.32,0.081,5
2020,USA,North America,South Korea,Asia,Import,Sensors,51077.03,0.121,4
2020,Mexico,North America,Netherlands,Europe,Export,Sensors,12017.14,0.101,5
2020,Singapore,Asia,Netherlands,Europe,Export,Analog ICs,1493.73,0.024,1
2020,USA,North America,Mexico,North America,Export,Optoelectronics,86173.59,0.046,1
2020,Taiwan,Asia,USA,North America,Import,Logic ICs,37394.84,0.037,1
2020,UK,Europe,China,Asia,Export,Logic ICs,146714.36,0.103,5
2020,India,Asia,China,Asia,Export,Microprocessors,7201.25,0.117,6
2020,Canada,North America,Singapore,Asia,Export,Optoelectronics,43482.71,0.049,10
2020,Malaysia,Asia,Singapore,Asia,Export,Sensors,1545.91,0.146,5
2020,Mexico,North America,UK,Europe,Import,Optoelectronics,25718.03,0.028,4
2020,Malaysia,Asia,USA,North America,Import,Logic ICs,1104.27,0.031,9
2020,Germany,Europe,China,Asia,Export,Memory ICs,6002.62,0.103,10
2020,India,Asia,Netherlands,Europe,Import,Analog ICs,7380.82,0.09,4
2020,Germany,Europe,France,Europe,Export,Sensors,12793.47,0.096,6
2020,Germany,Europe,Taiwan,Asia,Import,Analog ICs,237951.65,0.092,9
2020,India,Asia,Japan,Asia,Import,Microprocessors,167267.81,0.0,4
2020,USA,North America,Germany,Europe,Export,Logic ICs,66366.82,0.03,6
2020,Japan,Asia,China,Asia,Export,Logic ICs,43528.82,0.008,1
2020,USA,North America,Canada,North America,Export,Logic ICs,89558.59,0.033,9
2020,Canada,North America,UK,Europe,Export,Sensors,25183.99,0.147,1
2020,Vietnam,Asia,China,Asia,Import,Sensors,236189.2,0.013,9
2020,Mexico,North America,France,Europe,Import,Microprocessors,11548.96,0.065,9
2020,India,Asia,Vietnam,Asia,Import,Microprocessors,507108.12,0.036,4
2020,Canada,North America,Singapore,Asia,Import,Logic ICs,290900.41,0.123,4
2020,France,Europe,USA,North America,Import,Sensors,3524.93,0.009,2
2020,Germany,Europe,UK,Europe,Export,Logic ICs,4172.85,0.101,2
2020,UK,Europe,Netherlands,Europe,Export,Memory ICs,59836.45,0.14,8
2020,UK,Europe,Germany,Europe,Export,Sensors,56613.6,0.111,8
2020,India,Asia,UK,Europe,Export,Analog ICs,10024.44,0.031,9
2020,Netherlands,Europe,USA,North America,Export,Microprocessors,832963.44,0.137,5
2020,Malaysia,Asia,China,Asia,Export,Analog ICs,1595609.32,0.037,6
2020,Vietnam,Asia,Singapore,Asia,Export,Memory ICs,4908.85,0.097,5
2020,France,Europe,Mexico,North America,Export,Memory ICs,441559.83,0.09,4
2020,Taiwan,Asia,Netherlands,Europe,Import,Analog ICs,22045.03,0.074,4
2020,Mexico,North America,France,Europe,Import,Analog ICs,728285.49,0.039,6
2020,South Korea,Asia,Canada,North America,Import,Logic ICs,2874.12,0.028,5
2020,China,Asia,Netherlands,Europe,Import,Optoelectronics,14503.47,0.121,1
2020,Japan,Asia,Mexico,North America,Export,Analog ICs,278130.1,0.077,7
2020,Malaysia,Asia,South Korea,Asia,Import,Memory ICs,173224.62,0.046,7
2020,South Korea,Asia,Japan,Asia,Export,Memory ICs,65810.17,0.056,10
2020,Netherlands,Europe,USA,North America,Import,Optoelectronics,8523.69,0.078,5
2020,Vietnam,Asia,Netherlands,Europe,Import,Microprocessors,173900.23,0.129,3
2020,UK,Europe,Malaysia,Asia,Import,Sensors,10567.54,0.062,4
2020,France,Europe,Netherlands,Europe,Import,Logic ICs,559.84,0.111,5
2020,China,Asia,South Korea,Asia,Export,Microprocessors,1823.6,0.013,1
2020,UK,Europe,India,Asia,Export,Memory ICs,24584.42,0.132,10
2020,Vietnam,Asia,France,Europe,Export,Analog ICs,27214.33,0.091,7
2020,Netherlands,Europe,France,Europe,Export,Analog ICs,1038.53,0.05,8
2020,Singapore,Asia,India,Asia,Import,Logic ICs,923.37,0.081,10
2020,Singapore,Asia,France,Europe,Export,Logic ICs,512.94,0.031,2
2020,Germany,Europe,Canada,North America,Export,Logic ICs,66022.95,0.017,1
2020,South Korea,Asia,Canada,North America,Import,Memory ICs,1864311.82,0.077,5
2020,Vietnam,Asia,USA,North America,Import,Memory ICs,102.56,0.003,1
2020,India,Asia,Malaysia,Asia,Import,Optoelectronics,37017.54,0.061,5
2020,India,Asia,Vietnam,Asia,Export,Logic ICs,137425.06,0.113,9
2020,Taiwan,Asia,Malaysia,Asia,Import,Microprocessors,188481.63,0.05,9
2020,Netherlands,Europe,UK,Europe,Import,Analog ICs,10683.76,0.073,5
2020,UK,Europe,Malaysia,Asia,Export,Memory ICs,250356.99,0.135,2
2020,Singapore,Asia,Taiwan,Asia,Export,Microprocessors,69130.83,0.127,4
2020,Malaysia,Asia,USA,North America,Import,Memory ICs,4926.74,0.056,6
2020,France,Europe,Japan,Asia,Export,Optoelectronics,516.41,0.033,6
2020,UK,Europe,Singapore,Asia,Import,Sensors,76071.04,0.056,4
2020,India,Asia,Vietnam,Asia,Import,Analog ICs,15269.49,0.125,1
2020,Malaysia,Asia,Mexico,North America,Import,Microprocessors,81009.6,0.014,8
2020,France,Europe,Malaysia,Asia,Export,Logic ICs,359760.49,0.113,7
2020,Vietnam,Asia,Japan,Asia,Import,Analog ICs,50478.16,0.101,7
2020,Mexico,North America,Malaysia,Asia,Import,Microprocessors,2444.37,0.039,3
2020,South Korea,Asia,Vietnam,Asia,Export,Memory ICs,10898.19,0.087,6
2020,UK,Europe,Vietnam,Asia,Export,Memory ICs,585995.35,0.058,8
2020,India,Asia,Malaysia,Asia,Export,Optoelectronics,5936.3,0.032,10
2020,Mexico,North America,India,Asia,Import,Logic ICs,2750.17,0.067,7
2020,China,Asia,UK,Europe,Export,Logic ICs,35626.67,0.041,6
2020,Malaysia,Asia,France,Europe,Import,Sensors,4332.83,0.079,5
2020,Vietnam,Asia,UK,Europe,Import,Analog ICs,95604.81,0.089,6
2020,Vietnam,Asia,Netherlands,Europe,Import,Microprocessors,44346.11,0.118,10
2020,South Korea,Asia,Japan,Asia,Export,Logic ICs,20832.9,0.065,1
2020,South Korea,Asia,France,Europe,Export,Sensors,143026.34,0.124,8
2020,UK,Europe,China,Asia,Export,Sensors,14644.4,0.064,8
2020,Singapore,Asia,France,Europe,Import,Optoelectronics,43049.94,0.037,6
2020,Canada,North America,Taiwan,Asia,Export,Analog ICs,41452.85,0.15,10
2020,Germany,Europe,Canada,North America,Import,Analog ICs,654.33,0.048,3
2020,Japan,Asia,India,Asia,Import,Optoelectronics,78976.2,0.118,5
2020,Germany,Europe,Taiwan,Asia,Export,Sensors,35567.15,0.046,7
2020,France,Europe,India,Asia,Export,Analog ICs,58006.96,0.141,5
2020,South Korea,Asia,Canada,North America,Export,Analog ICs,29430.17,0.114,2
2020,Vietnam,Asia,Canada,North America,Import,Logic ICs,23105.04,0.034,3
2020,Netherlands,Europe,Singapore,Asia,Import,Sensors,355013.37,0.095,5
2020,Germany,Europe,South Korea,Asia,Export,Memory ICs,3243.7,0.097,1
2020,Vietnam,Asia,Japan,Asia,Export,Logic ICs,81551.09,0.125,7
2020,Taiwan,Asia,China,Asia,Export,Analog ICs,22284.96,0.025,5
2020,Netherlands,Europe,Malaysia,Asia,Import,Logic ICs,1598.2,0.023,7
2020,Japan,Asia,USA,North America,Import,Microprocessors,249798.87,0.006,2
2020,France,Europe,USA,North America,Import,Sensors,62702.59,0.105,8
2020,Taiwan,Asia,Japan,Asia,Export,Sensors,315443.34,0.08,8
2020,Vietnam,Asia,UK,Europe,Import,Optoelectronics,235236.12,0.096,6
2020,Vietnam,Asia,India,Asia,Export,Microprocessors,40116.75,0.053,6
2020,Japan,Asia,Singapore,Asia,Import,Memory ICs,32534.29,0.132,7
2020,Canada,North America,India,Asia,Import,Analog ICs,4834.03,0.111,8
2020,France,Europe,Malaysia,Asia,Import,Analog ICs,39234.35,0.07,5
2020,UK,Europe,Japan,Asia,Export,Optoelectronics,25579.65,0.146,1
2020,USA,North America,Vietnam,Asia,Export,Optoelectronics,14592.77,0.011,10
2020,China,Asia,India,Asia,Export,Memory ICs,4948.52,0.04,10
2020,Japan,Asia,France,Europe,Import,Microprocessors,19466.91,0.042,8
2020,India,Asia,UK,Europe,Export,Optoelectronics,57462.22,0.035,10
2020,Netherlands,Europe,Mexico,North America,Import,Microprocessors,8846.33,0.032,6
2020,Japan,Asia,France,Europe,Export,Sensors,31661.39,0.13,8
2020,Netherlands,Europe,Taiwan,Asia,Export,Analog ICs,329080.26,0.021,6
2020,Vietnam,Asia,Singapore,Asia,Export,Sensors,38730.2,0.047,7
2020,USA,North America,Netherlands,Europe,Import,Memory ICs,2055.51,0.109,2
2020,Germany,Europe,Mexico,North America,Export,Logic ICs,211.89,0.129,7
2020,Netherlands,Europe,Canada,North America,Import,Logic ICs,136.05,0.098,6
2020,Germany,Europe,Mexico,North America,Import,Logic ICs,1172046.52,0.129,2
2020,Netherlands,Europe,Japan,Asia,Import,Logic ICs,140195.92,0.133,1
2020,South Korea,Asia,Taiwan,Asia,Import,Optoelectronics,23471.99,0.087,10
2020,UK,Europe,France,Europe,Export,Microprocessors,3802.67,0.02,8
2020,Mexico,North America,South Korea,Asia,Export,Analog ICs,150830.69,0.033,6
2020,China,Asia,Taiwan,Asia,Export,Optoelectronics,499768.16,0.056,6
2020,UK,Europe,Germany,Europe,Export,Analog ICs,1289887.29,0.134,1
2020,India,Asia,France,Europe,Import,Optoelectronics,62317.54,0.033,5
2020,Vietnam,Asia,Japan,Asia,Import,Sensors,3116.06,0.113,10
2020,China,Asia,USA,North America,Export,Microprocessors,12314.49,0.069,1
2020,Singapore,Asia,Vietnam,Asia,Export,Memory ICs,55092.75,0.142,7
2020,UK,Europe,Singapore,Asia,Export,Analog ICs,39513.02,0.07,1
2020,Mexico,North America,Malaysia,Asia,Import,Memory ICs,15143.73,0.114,1
2020,UK,Europe,Netherlands,Europe,Import,Memory ICs,229423.43,0.026,5
2020,UK,Europe,South Korea,Asia,Export,Logic ICs,10607.62,0.077,4
2020,France,Europe,Malaysia,Asia,Export,Memory ICs,9266.85,0.094,1
2020,Malaysia,Asia,Japan,Asia,Import,Sensors,41311.57,0.149,3
2020,India,Asia,China,Asia,Export,Logic ICs,9351.66,0.116,9
2020,Malaysia,Asia,Singapore,Asia,Export,Analog ICs,367.28,0.026,1
2020,India,Asia,Singapore,Asia,Export,Sensors,26856.23,0.098,1
2020,Vietnam,Asia,Canada,North America,Import,Optoelectronics,6081.09,0.125,8
2020,Taiwan,Asia,China,Asia,Export,Optoelectronics,9281.26,0.013,1
2020,Germany,Europe,India,Asia,Export,Logic ICs,503449.9,0.05,2
2020,France,Europe,Singapore,Asia,Import,Microprocessors,659336.24,0.029,2
2020,Taiwan,Asia,Netherlands,Europe,Import,Analog ICs,190233.35,0.076,6
2020,Vietnam,Asia,USA,North America,Import,Microprocessors,319868.26,0.093,3
2020,Vietnam,Asia,Mexico,North America,Import,Sensors,175739.02,0.012,1
2020,Vietnam,Asia,China,Asia,Export,Logic ICs,79297.32,0.009,9
2020,France,Europe,Singapore,Asia,Export,Sensors,15047.9,0.067,2
2020,Germany,Europe,Vietnam,Asia,Export,Sensors,1592.04,0.027,8
2020,South Korea,Asia,Germany,Europe,Export,Analog ICs,121493.63,0.008,3
2020,Mexico,North America,Malaysia,Asia,Import,Microprocessors,724.32,0.133,4
2020,Mexico,North America,Netherlands,Europe,Export,Logic ICs,985.19,0.066,2
2020,UK,Europe,Germany,Europe,Export,Optoelectronics,254273.6,0.018,1
2020,Japan,Asia,Taiwan,Asia,Import,Memory ICs,39375.67,0.045,4
2020,France,Europe,UK,Europe,Import,Optoelectronics,595.19,0.053,7
2020,Japan,Asia,India,Asia,Export,Optoelectronics,343731.34,0.123,6
